candidate_family_id,image_number,catalog_index,id,ra,dec,catalog_z,simbad_zspec,simbad_main_id,simbad_system_hint,simbad_match_sep_arcsec,delta_z_from_family_median,color_rms_from_family_median,centroid_radius_arcsec,family_reliability
900016,3,325,1110,39.9840798,-1.570894,3.3776,3.4809,[DSB2018] A370 12.1.1,12,0.18462914450072357,0.0,0.04276437380187731,48.403827673882596,0.8948866684452692
900016,4,461,1451,39.9592116,-1.5752372,3.1646,3.4809,[LRB2019] 8864,,0.6461869384958757,0.0,0.06046865579234683,45.56619746693429,0.8903680252291819
900017,1,237,872,39.9724467,-1.5671547,2.9243,3.01834,[DSB2018] A370 27.1.1,27,0.029338971050439703,9.000000000014552e-05,0.028088402114277104,16.476201290208913,0.9653303553102155
900017,2,332,1137,39.9806974,-1.5711249,3.0263,3.01852,[DSB2018] A370 27.2.1,27,0.036113971716828626,9.000000000014552e-05,0.028088402114277104,16.476188594643116,0.965330368606318
900018,1,466,1469,39.9762908,-1.5760234,0.8945,0.8041,[DSB2018] A370  1.1.1,1,0.06583391706729687,0.0,0.0419841239835576,37.96883112505849,0.9222068258478427
900018,2,492,1540,39.9685469,-1.5766176,0.8953,0.8041,[DSB2018] A370  1.3.1,1,0.08751525640167254,0.0,0.03550586805961414,29.120793793450993,0.9439537964456023
900018,3,493,1541,39.9671613,-1.5768745,0.8965,0.8041,[DSB2018] A370  1.2.1,1,0.30202788630313215,0.0,0.039168439676182144,29.602475800137785,0.9411243154348233
900018,4,793,2279,39.9639697,-1.588332,0.7525,0.8048,[LRB2019] 4840,,0.6739553431194719,0.0006999999999999229,0.051019604075296335,25.883612581057243,0.9312118280740203
900018,5,842,2407,39.9672283,-1.5899221,0.9282,0.8038,[LRB2019] 4410,,0.012100873476141869,0.000300000000000078,0.03472271110766955,21.888306254871107,0.9542482244807345
900018,6,956,2767,39.9773536,-1.599578,0.5762,0.8047,[LRB2019] 2085,,0.09528282681124431,0.0005999999999999339,0.07310608729784329,60.055933256775454,0.8305473639923246
900019,1,823,2362,39.9760703,-1.5893105,1.5805,1.3397,[LRB2019] 4602,,0.1078969861422952,9.999999999998899e-05,0.06361014070099226,13.794740669236608,0.9442694476805853
900019,2,903,2593,39.97037,-1.5944354,1.2761,1.3399,[BHF2019] A370    895,,0.5065391308598945,0.00010000000000021103,0.06361014070099226,13.794731191119629,0.9442694558003102
900020,1,399,1293,39.9580601,-1.5736331,1.0629,1.083,[BHF2019] A370   2518,,0.1865904492655736,0.0003500000000000725,0.06580685121373502,6.633165733604117,0.9447662523985372
900020,2,495,1544,39.9594876,-1.5770307,1.0635,1.0837,[BHF2019] A370   2213,,0.03457605327470383,0.0003500000000000725,0.06580685121373502,6.633164922593447,0.944766252732805
