IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC
2799,0.83751,0.696,1.0306,0.8043,0.5905,0.9761,1.81078,29.0,1,0.05,,99.0,1.15,3.85943,33.0,0.2,0.145189,,1000000000.0,11.4756,7,16252,,,,26.474,26.379,25.663,39.729,48.246,,25.031,25.507,27.401,,,,,26.424,26.436,26.487,26.337,25.659,25.542,25.492,25.499,25.46,25.471,25.605,26.012,26.176,26.722,25.5,8.76867,8.11038,-0.97033,,,,A370clu,39.983178,-1.6006076
2800,1.4749,0.0,3.0922,1.9657,0.4863,5.7714,0.977954,33.0,1,0.2,,99.0,0.0,0.789535,33.0,0.4,0.673837,,1000000000.0,10.3544,8,16380,,,,29.752,29.246,29.213,28.958,28.289,28.753,28.32,,,,,,,31.507,29.79,29.309,29.183,29.138,28.898,28.627,28.51,28.417,28.482,28.288,28.239,28.389,28.855,27.947,8.92635,7.60682,-2.03405,,,,A370clu,39.9803376,-1.573729
2801,0.068104,0.0,0.1295,0.1843,0.042,0.403,1.47014,2.0,0,0.0,718700000.0,99.0,0.39,1.50842,2.0,0.0,0.470381,,1000000000.0,27476600.0,7,16348,,,,25.259,24.672,24.545,,50.861,49.866,24.11,24.352,24.184,23.983,24.4,24.583,,25.81,25.764,25.298,24.656,24.536,24.452,24.397,24.396,24.389,24.328,25.073,25.39,25.876,26.394,28.567,8.87999,7.11509,-2.24936,,,,A370clu,39.950039,-1.6007628
2803,0.0,0.0,2.1154,2.0314,0.4648,5.4984,1.09151,33.0,1,0.25,,99.0,0.59,0.344818,1.0,0.0,0.841635,,1000000000.0,21.6998,8,16380,,,,29.64,28.911,28.336,28.065,27.878,27.744,27.983,28.743,,,,25.502,,31.834,29.78,29.11,28.896,28.772,28.569,28.237,28.105,28.029,27.799,27.62,27.548,27.65,28.091,27.223,8.931,7.69602,-1.93926,,,,A370clu,39.9614951,-1.5738254
2804,0.0,0.0,0.0747,0.1763,0.0298,2.8543,2.29617,30.0,0,0.0,,99.0,2.91,1.62032,33.0,0.05,0.444788,,1000000000.0,0.576933,8,16380,,,,25.705,25.338,25.4,42.045,39.427,39.401,25.134,25.672,24.438,24.247,,23.197,,25.835,25.923,25.711,25.366,25.347,25.372,25.393,25.434,25.466,25.547,26.21,26.581,26.844,25.977,25.794,8.78105,5.81886,-3.31763,,,,A370clu,39.9663614,-1.6008359
2805,5.3461,1.1392,6.3298,1.6164,0.2868,6.4406,354.13,1.0,0,0.0,508800000.0,99.0,0.0,351.889,5.0,0.0,3.87503e-77,,1000000000.0,38944800.0,8,16380,,,,30.943,30.249,29.167,29.058,28.288,28.538,28.115,,,,,23.531,,29.795,29.44,29.41,29.466,29.471,28.858,28.626,28.627,28.671,28.656,28.694,28.681,28.955,29.476,31.438,8.86964,7.21853,-2.26669,,,,A370clu,39.9819167,-1.5735872
2806,1.0201,0.9791,1.0691,1.0498,0.9981,3.0773,17.2981,33.0,3,0.5,,99.0,3.05,20.9174,32.0,0.4,2.86971e-05,,1000000000.0,8214.22,8,16380,,,,23.831,22.677,21.918,21.476,21.233,21.076,20.958,20.207,20.51,20.756,21.776,21.493,,24.2,23.673,23.719,22.789,21.913,21.313,20.849,20.737,20.778,20.304,19.963,20.157,20.43,20.494,19.512,9.05425,11.68266,1.79398,,,,A370clu,39.9754221,-1.6012328
2807,1.1988,0.0,3.097,2.5293,0.7055,6.2441,1.35339,2.0,0,0.0,718700000.0,99.0,1.52,0.838634,33.0,0.25,0.657496,,1000000000.0,131767000.0,7,16376,,,,,30.163,29.561,29.316,29.007,29.013,28.691,,27.533,,,,,34.474,31.125,30.033,29.828,29.788,29.711,29.437,29.029,28.709,28.566,28.384,28.377,28.304,28.589,30.406,8.97914,7.63827,-2.14541,,,,A370clu,39.9881223,-1.5737839
2809,0.0,0.0,0.265,1.2981,0.297,5.2296,2.29999,33.0,3,0.25,,99.0,1.18,2.15451,33.0,0.25,0.34053,,1000000000.0,9.23183,8,16380,,,,29.97,28.635,28.284,27.936,27.825,27.776,27.481,,,,,,,29.511,29.121,29.042,28.925,28.539,28.036,27.955,27.7,27.5,27.73,27.572,27.723,28.098,28.18,27.869,8.97109,7.53046,-2.22833,,,,A370clu,39.9796571,-1.5738702
2810,1.1419,0.9963,1.255,1.1117,1.0187,1.201,0.694337,2.0,0,0.0,1015000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,2042910000.0,7,16348,,,,26.145,25.975,25.168,,42.507,42.257,24.071,24.058,23.599,23.787,,25.868,,26.387,26.324,26.156,26.009,25.146,24.447,24.308,24.248,24.207,24.03,23.901,24.074,24.482,24.934,26.813,9.00237,9.09357,-0.61855,,,,A370clu,39.9653464,-1.6009599
2812,0.51231,0.3742,0.599,0.4522,0.079,3.9832,7.5913,1.0,0,0.0,1139000000.0,99.0,0.0,8.92475,8.0,0.0,0.0115349,,1000000000.0,142563000.0,8,16380,,,,27.189,25.756,24.986,39.195,39.667,40.01,24.469,25.125,25.114,25.145,,,,27.306,27.267,26.899,25.763,25.224,25.066,25.012,24.978,24.965,24.945,25.374,25.723,26.031,26.638,28.666,9.04472,7.74698,-2.02947,,,,A370clu,39.9679323,-1.6012109
