main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
CLASHVLT J114935.65+222420.8,177.398509,22.405754,G,1.088,D,2016ApJ...822...78G
[LBL2018] MACS1149 cluster  6,177.4032338,22.408105,G?,4.91,E,2018ApJ...862..156L
[LBL2018] MACS1149 cluster 21,177.4119575,22.4046814,G?,5.306,E,2018ApJ...862..156L
[LBL2018] MACS1149 cluster 28,177.4188306,22.4004707,G?,5.471,E,2018ApJ...862..156L
[LBL2018] MACS1149 cluster 37,177.4016203,22.4102605,G?,5.786,E,2018ApJ...862..156L
[LBL2018] MACS1149 cluster 44,177.4085986,22.4013135,G?,5.963,E,2018ApJ...862..156L
[MAT2017] MACS1149CLS 2460,177.4075171,22.4004718,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS 1642,177.4200489,22.4078294,G,0.54,D,2017ApJ...835..254M
ALMA J114941.4+222436,177.42274999999998,22.410027777777778,G,1.72,D,2022ApJ...939....5C
MACSg J114938.76+222546.9,177.411484,22.429689,AGN,1.227,C,2014ApJS..211...21E
[MAT2017] MACS1149CLS  624,177.4146126,22.4183682,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS  871,177.4104669,22.4149605,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS  297,177.4084411,22.4243762,G,0.32,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS  643,177.4065725,22.4179137,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS  699,177.4055599,22.4170075,G,0.62,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS 1457,177.4117271,22.4091328,G,0.63,D,2017ApJ...835..254M
[MAT2017] MACS1149CLS 1686,177.4194888,22.4075168,G,0.69,D,2017ApJ...835..254M
VLAHFF-J114937.62+222536.0,177.40675,22.42667,rG,0.52,E,2021ApJ...910..106J
VLAHFF-J114939.79+222503.2,177.41579,22.41756,rG,0.92,E,2021ApJ...910..106J
MACSg J114937.53+222704.2,177.406372,22.45116,G,0.544,C,2014ApJS..211...21E
MACSg J114945.44+222446.6,177.439331,22.412939,G,0.409,C,2014ApJS..211...21E
