IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
663,0.72826,0.6735,0.8778,0.7228,0.5887,0.8276,3.02249,26.0,0,0.3,,99.0,0.43,9.06133,30.0,0.5,0.0107735,,1000000000.0,31.8113,11,4094,,,28.171,27.122,25.93,24.862,24.445,24.253,24.179,24.156,23.798,23.523,24.066,,,,28.507,27.749,27.051,26.047,24.899,24.446,24.28,24.215,24.088,23.768,23.732,24.109,24.433,24.884,23.554,9.18426,8.76893,-1.68793,,,,M1149clu,177.3929866,22.4094504,CLASHVLT J114934.32+222434.0,177.392993,22.409446,G,0.9755,E,2016ApJ...817...60T,0.02654429390983263,SIMBAD,True
664,0.66368,0.4669,0.7004,0.5336,0.4207,0.6283,9.44151,2.0,0,0.0,2500000000.0,99.0,0.31,12.689,27.0,0.5,0.00175635,,1000000000.0,1150150000.0,12,4095,,,29.5,29.143,25.76,24.711,24.245,24.011,23.923,23.863,23.425,23.734,24.44,,,,30.376,29.392,27.821,25.884,24.724,24.262,24.035,23.89,23.771,23.622,23.913,24.245,24.547,25.122,27.162,9.48321,8.79761,-3.73608,,,,M1149clu,177.3907282,22.4094378,[GKS2016] c80,177.3907344,22.4094351,G,0.55,D,2017ApJ...835..254M,0.022809199939059145,SIMBAD,False
665,0.7056,0.6186,0.7656,0.625,0.4543,0.7351,3.03681,25.0,0,0.3,,99.0,0.28,6.37734,27.0,0.5,0.0412267,,1000000000.0,30.4937,12,4095,,28.109,28.163,26.625,25.558,24.413,23.983,23.79,23.678,23.632,23.251,23.303,23.851,,,,28.107,27.422,26.707,25.52,24.427,23.998,23.845,23.698,23.562,23.246,23.333,23.709,24.009,24.436,23.207,9.25618,8.96548,-1.87203,,,,M1149clu,177.397566,22.4093765,CLASHVLT J114935.42+222433.7,177.397572,22.409367,G,0.8509,E,2016ApJ...817...60T,0.03960296551660818,SIMBAD,True
666,0.0,0.0,0.1028,0.1229,0.0282,0.3526,292.468,1.0,0,0.0,508800000.0,99.0,0.53,294.299,33.0,0.0,1.241e-64,,1000000000.0,225935.0,11,4091,,30.408,29.47,,29.136,28.756,28.268,28.481,27.635,28.125,27.217,,,,,,29.359,29.335,28.791,28.502,28.41,28.477,28.507,28.539,28.554,28.634,29.421,29.801,30.311,30.83,33.061,8.9691,5.09863,-4.98787,,,,M1149clu,177.4151074,22.4142636,,,,,,,,,,False
667,3.3465,3.0768,3.5949,3.3169,2.9257,3.6909,4.37777,1.0,0,0.0,640500000.0,99.0,2.49,6.43363,33.0,0.25,0.0400825,,1000000000.0,2415000000.0,12,4095,,28.431,30.879,27.66,26.975,26.751,26.531,26.527,26.426,26.487,25.383,25.163,26.233,,,,34.475,33.084,27.768,26.853,26.712,26.767,26.724,26.661,26.462,25.712,25.649,25.617,25.67,25.696,27.487,8.79042,9.1603,0.02284,,,,M1149clu,177.3883784,22.4094976,,,,,,,,,,False
668,0.75239,0.6388,0.8711,0.7177,0.5769,0.8466,5.40484,27.0,0,0.0,,99.0,0.17,10.5748,33.0,0.3,0.00505493,,1000000000.0,7.42905,12,4095,,26.897,26.236,26.528,26.35,25.644,25.441,25.245,25.233,25.267,25.251,25.692,26.739,,,,26.421,26.46,26.543,26.209,25.54,25.403,25.354,25.376,25.346,25.396,25.605,26.017,26.252,26.765,25.496,8.78749,8.02575,-1.09807,,,,M1149clu,177.3866219,22.4093778,,,,,,,,,,False
669,0.0,0.0,0.0279,0.0577,0.0123,0.2871,32.4712,26.0,0,0.1,,99.0,0.46,36.3287,32.0,0.15,1.29221e-08,,1000000000.0,0.0314449,12,4095,,27.648,26.287,26.307,26.315,26.223,25.648,25.232,25.171,25.302,25.885,27.723,26.345,,,,27.664,27.367,26.525,26.04,25.836,25.652,25.599,25.564,25.524,25.599,26.397,26.775,26.844,25.464,28.415,8.94294,5.70404,-3.89915,,,,M1149clu,177.415853,22.4093879,CLASHVLT J114939.81+222433.8,177.415859,22.409387,G,1.693,E,2016ApJ...817...60T,0.020229987409769615,SIMBAD,False
670,0.0,0.0,0.0174,0.0281,,0.0771,173.191,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000741043,9,4088,,,,,28.028,26.95,26.638,26.462,26.447,26.393,27.114,,,,,,31.486,29.898,28.486,27.523,27.03,26.69,26.608,26.565,26.505,26.674,27.466,27.913,28.318,28.733,34.518,9.50158,4.96676,-7.85556,,,,M1149clu,177.3818242,22.4094292,,,,,,,,,,False
671,0.38144,0.3673,0.4233,0.3806,0.3178,0.4372,15.3273,31.0,1,0.3,,99.0,-99.9,1000000000.0,,,,,1000000000.0,38.2775,12,4095,,25.367,25.126,24.908,24.083,23.637,23.451,23.362,23.302,23.295,22.819,23.139,23.605,,,,25.397,25.228,24.99,24.079,23.655,23.446,23.346,23.267,23.223,23.065,23.56,23.587,24.074,23.865,22.682,8.95073,8.64832,-0.90319,,,,M1149clu,177.3923759,22.409257,CLASHVLT J114934.17+222433.3,177.392382,22.409254,G,0.44,D,2017ApJ...835..254M,0.022995611844035778,SIMBAD,False
672,0.62266,0.5231,0.7049,0.5821,0.4503,0.6814,3.159,2.0,0,0.0,2500000000.0,99.0,0.24,5.78123,26.0,0.5,0.055542,,1000000000.0,1304000000.0,12,4095,,28.054,29.666,28.176,26.056,24.868,24.378,24.134,23.995,23.921,23.567,23.785,24.403,,,,30.52,29.552,28.181,26.136,24.858,24.369,24.148,23.998,23.863,23.702,23.891,24.283,24.57,25.128,27.155,9.4561,8.86916,-3.35629,,,,M1149clu,177.3999496,22.4092966,CLASHVLT J114935.99+222433.5,177.399955,22.409295,G,0.8428,E,2016ApJ...817...60T,0.018872450933227782,SIMBAD,True
673,0.0,0.0,0.1327,0.1845,0.0431,0.5456,68.9577,26.0,0,0.0,,99.0,2.78,71.4477,33.0,0.0,3.05721e-16,,1000000000.0,0.0219761,12,4095,,32.299,29.892,29.002,28.781,29.063,28.799,29.423,28.268,28.14,28.621,,,,,,29.796,29.775,29.327,28.679,28.49,28.373,28.331,28.332,28.324,28.283,29.036,29.412,29.767,28.63,29.17,9.05067,5.61384,-4.75812,,,,M1149clu,177.4114191,22.4141461,,,,,,,,,,False
675,0.0,0.0,0.0914,0.2095,0.0448,0.6629,39.3898,27.0,0,0.0,,99.0,1.18,39.3332,33.0,0.0,2.8767e-09,,1000000000.0,0.0408623,9,4088,,,,,29.097,28.639,28.281,28.62,27.894,27.974,,,,,,,29.385,29.411,29.08,28.428,28.289,28.237,28.23,28.257,28.277,28.296,29.055,29.337,29.702,28.986,28.495,9.05448,5.67918,-4.72942,,,,M1149clu,177.4063169,22.4141418,,,,,,,,,,False
676,0.82032,0.6964,0.8387,0.8891,0.7261,1.0712,2.70074,33.0,1,0.15,,99.0,1.59,7.49533,33.0,0.15,0.0235727,,1000000000.0,24.7459,12,4095,,26.44,26.194,26.042,26.144,25.777,25.459,25.472,25.462,25.713,25.738,25.817,25.925,,,,26.191,26.15,26.154,26.125,25.75,25.696,25.428,25.462,25.719,25.634,25.747,26.126,26.128,26.746,25.223,8.7029,8.03359,-0.90928,,,,M1149clu,177.4162473,22.4093396,CLASHVLT J114939.90+222433.6,177.416256,22.409333,G,1.0472,E,2016ApJ...817...60T,0.03745557581191022,SIMBAD,True
677,0.54512,0.0,0.8834,0.2769,0.0687,0.7629,70.0939,33.0,0,0.0,,99.0,0.2,69.6951,33.0,0.0,7.34348e-16,,1000000000.0,0.130683,12,4095,,28.634,27.728,28.705,28.549,27.822,27.427,27.514,27.403,27.506,28.226,,,,,,27.966,28.149,28.336,28.185,28.284,28.446,28.46,28.493,28.529,28.62,29.449,29.31,29.956,29.323,28.324,8.81913,5.56693,-3.79391,,,,M1149clu,177.3846071,22.4141472,,,,,,,,,,False
678,0.0,0.0,0.013,0.0205,,0.0537,94.3255,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000359796,12,4095,,,28.197,29.608,27.645,26.695,26.158,26.037,25.893,25.946,25.91,,,,,,31.595,29.872,28.309,27.217,26.625,26.223,26.131,26.079,26.006,26.169,26.975,27.441,27.876,28.375,35.86,9.53895,4.99549,-8.31741,,,,M1149clu,177.3850852,22.409321,,,,,,,,,,False
679,0.0,0.0,0.0918,0.2081,0.0469,0.634,70.4303,3.0,0,0.0,,99.0,0.53,71.5094,27.0,0.0,2.96432e-16,,1000000000.0,0.0111909,9,4084,,,,30.839,,29.45,28.849,28.793,28.755,28.266,,,,,,,33.271,32.203,30.779,29.369,28.849,28.572,28.426,28.386,28.363,28.306,29.113,29.372,29.823,30.2,31.107,9.22431,5.87896,-5.18986,,,,M1149clu,177.3978526,22.4140991,,,,,,,,,,False
680,1.1262,0.7747,1.1837,1.0829,0.7942,1.6633,4.99335,31.0,1,0.2,,99.0,0.82,5.44429,33.0,0.3,0.0657336,,1000000000.0,47.3486,12,4095,,27.56,26.934,26.286,26.418,25.816,25.327,25.286,25.318,25.315,25.611,24.874,25.288,,,,26.875,26.689,26.549,26.443,25.898,25.505,25.267,25.241,25.351,25.146,25.069,25.315,25.688,25.906,25.185,8.85606,8.50943,-0.77479,,,,M1149clu,177.4022161,22.4092926,,,,,,,,,,False
681,0.0,0.0,0.0688,0.0703,0.017,0.2253,115.959,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,199040.0,11,4094,,,28.491,28.146,27.63,27.999,27.628,27.411,27.098,26.922,27.926,,,,,,28.319,28.259,27.651,27.442,27.453,27.422,27.467,27.489,27.492,27.627,28.428,28.843,29.325,29.86,32.104,8.85587,5.06064,-4.40597,,,,M1149clu,177.4129876,22.4140453,,,,,,,,,,False
682,0.0,0.0,0.0151,0.024,,0.1507,31.0374,3.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00426969,12,4095,,26.147,26.113,26.218,24.825,24.162,23.758,23.807,23.573,23.653,25.043,25.611,25.422,,,,28.355,27.028,25.641,24.892,24.532,24.282,24.226,24.196,24.155,24.373,25.142,25.546,25.888,26.22,32.592,9.37529,5.43396,-6.35606,,,,M1149clu,177.3783581,22.4091604,[MAT2017] MACS1149CLS 1447,177.3783614,22.4091575,G,0.56,D,2017ApJ...835..254M,0.015153129007228244,SIMBAD,False
683,0.75991,0.6398,0.8949,0.7357,0.6001,0.8534,2.35936,2.0,0,0.0,1278000000.0,99.0,0.45,7.19521,28.0,0.4,0.0273892,,1000000000.0,839952000.0,12,4095,,,26.86,27.677,26.163,25.008,24.635,24.427,24.359,24.324,24.158,24.035,24.435,,,,27.352,27.185,27.086,26.157,24.967,24.593,24.454,24.393,24.312,24.169,24.125,24.502,24.826,25.315,27.193,9.14508,8.69109,-1.60167,,,,M1149clu,177.3938273,22.4091921,[MAT2017] MACS1149CLS 1439,177.3938311,22.4091853,G,0.58,D,2017ApJ...835..254M,0.027553871481549082,SIMBAD,False
684,0.0,0.0,0.0611,0.1709,0.0355,0.613,27.502,27.0,0,0.0,,99.0,0.54,27.7516,29.0,0.0,9.41494e-07,,1000000000.0,0.0571676,10,4090,,,28.524,,28.206,27.421,27.1,26.949,27.232,27.102,,,,,,,28.564,28.554,28.106,27.569,27.439,27.393,27.398,27.426,27.443,27.494,28.163,28.622,28.865,27.957,27.871,8.9958,5.85064,-4.2253,,,,M1149clu,177.3907702,22.4136877,,,,,,,,,,False
685,0.0,0.0,0.0924,0.0978,0.0244,0.3817,27.901,2.0,0,0.0,508800000.0,99.0,0.36,30.0045,1.0,0.0,3.05212e-07,,1000000000.0,411731.0,12,4095,,28.262,28.28,27.876,27.64,27.949,27.45,27.271,27.232,27.37,,29.049,,,,,28.405,28.353,27.846,27.581,27.524,27.458,27.444,27.449,27.439,27.496,28.288,28.65,29.145,29.655,31.873,8.80155,5.40224,-3.83596,,,,M1149clu,177.39896,22.4092884,,,,,,,,,,False
686,0.0,0.0,0.3559,0.2295,0.0563,0.6344,92.9359,27.0,0,0.0,,99.0,1.18,95.6231,33.0,0.05,1.7207e-21,,1000000000.0,0.0331802,12,4095,,29.016,31.265,30.737,29.051,28.331,28.49,28.901,28.448,28.613,,,,,,,29.809,29.851,29.518,28.85,28.671,28.673,28.656,28.684,28.707,28.712,29.475,29.705,30.128,29.518,28.857,8.99636,5.67405,-4.39605,,,,M1149clu,177.3908789,22.4142455,,,,,,,,,,False
687,0.0,0.0,0.0309,0.0466,0.0115,0.1295,48.7303,3.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00219267,11,4093,,32.714,,28.23,27.753,27.45,27.316,27.378,27.068,26.772,28.081,,,,,,31.304,29.879,28.517,27.664,27.291,27.03,26.961,26.938,26.902,27.074,27.837,28.215,28.586,28.931,32.553,9.33368,5.1181,-6.44059,,,,M1149clu,177.3796234,22.4092793,,,,,,,,,,False
689,0.0,0.0,8.0,,,,1000000000.0,32.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,41828.6,11,4063,,-0.104,-3.108,-5.13,-6.527,-7.185,,-7.182,,-8.047,20.026,19.912,20.235,,,,,,,20.926,19.858,20.01,20.117,20.193,20.263,20.026,19.912,20.236,20.248,20.325,21.641,,,,,,,M1149clu,177.3750739,22.4089624,,,,,,,,,,False
690,0.0,0.0,0.1629,0.1792,0.0457,0.4146,40.6368,9.0,0,0.0,,99.0,5.51,45.1128,33.0,0.0,1.59908e-10,,1000000000.0,0.00905301,11,4093,,30.336,,30.647,30.027,27.892,27.469,27.271,27.453,27.4,27.871,,,,,,33.984,32.313,30.609,28.958,28.228,27.751,27.547,27.49,27.454,27.343,28.157,28.453,29.001,29.478,31.712,9.51162,6.72551,-6.32953,,,,M1149clu,177.3916367,22.4091832,,,,,,,,,,False
691,0.0,0.0,0.101,0.1691,0.0385,0.5223,93.2108,2.0,0,0.0,508800000.0,99.0,0.54,93.6743,31.0,0.0,4.55907e-21,,1000000000.0,644012.0,11,4094,,,28.65,27.942,29.039,28.263,28.35,28.32,28.014,27.889,26.648,,,,,,29.065,29.07,28.732,28.282,28.227,28.179,28.137,28.142,28.142,28.123,28.888,29.222,29.729,30.239,32.432,8.99242,5.42047,-4.72739,,,,M1149clu,177.4116214,22.4140101,,,,,,,,,,False
692,4.5215,4.059,4.8545,1.585,0.7436,4.7853,4.57864,33.0,3,0.3,,99.0,4.92,3.72193,33.0,0.2,0.155523,,1000000000.0,52.6132,10,4089,,29.238,,,28.312,27.157,26.84,26.717,26.643,26.777,26.727,25.274,26.531,,,,29.209,28.334,28.032,27.99,27.62,27.047,26.742,26.698,26.757,26.48,26.189,26.162,26.443,26.59,26.267,8.91535,8.31649,-1.24402,,,,M1149clu,177.393408,22.409163,,,,,,,,,,False
693,0.04768,0.0,0.1452,0.0984,0.0322,0.3156,22.6148,3.0,0,0.0,,99.0,3.94,22.4274,33.0,0.0,1.3488e-05,,1000000000.0,0.0398105,10,4092,,,,28.795,25.934,25.321,27.13,25.417,26.663,25.359,24.91,26.891,28.418,,,,29.935,28.495,27.159,26.127,25.722,25.449,25.355,25.333,25.307,25.407,26.169,26.501,26.921,27.273,29.094,9.44064,6.45155,-5.85947,,,,M1149clu,177.380046,22.4139203,,,,,,,,,,False
694,0.0,0.0,0.0092,0.0131,,0.0381,454.492,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000336864,12,4095,,29.049,28.306,27.99,27.526,26.56,26.202,26.029,26.035,26.023,,,,,,,27.992,27.837,27.015,26.75,26.613,26.512,26.509,26.491,26.461,26.659,27.453,27.862,27.492,26.497,34.706,8.84905,4.22309,-5.32741,,,,M1149clu,177.4140461,22.4091606,[MAT2017] MACS1149CLS 1386,177.4140469,22.4091458,G,0.58,D,2017ApJ...835..254M,0.05334648440199448,SIMBAD,False
695,0.20576,0.0,0.641,0.2108,0.0493,0.7396,95.0974,33.0,0,0.0,,99.0,0.53,95.7949,33.0,0.0,1.57904e-21,,1000000000.0,0.0347495,9,3933,,29.831,,31.599,28.71,27.779,,26.393,,26.633,28.166,,,,,,28.795,28.985,29.015,28.944,28.886,29.24,29.266,29.303,29.336,29.477,30.258,30.343,30.761,29.819,29.365,8.83507,5.22637,-4.178,,,,M1149clu,177.3809311,22.4142471,,,,,,,,,,False
696,0.0,0.0,0.0204,0.0352,,0.0982,131.072,5.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00104333,11,4094,,,28.45,28.121,28.248,27.861,27.38,26.735,26.815,26.814,27.637,,,,,,31.722,30.178,28.796,27.859,27.399,27.082,27.004,26.968,26.915,27.079,27.865,28.296,28.703,29.099,33.83,9.40737,4.86597,-7.12934,,,,M1149clu,177.3959625,22.4091785,,,,,,,,,,False
697,0.0,0.0,0.1675,0.1668,0.0377,0.5047,60.7652,1.0,0,0.0,508800000.0,99.0,2.78,62.8777,33.0,0.0,2.21967e-14,,1000000000.0,529691.0,11,4091,,30.936,30.051,,28.583,28.366,27.863,28.021,27.317,27.816,,,,,,,29.188,29.198,28.785,28.355,28.265,28.336,28.344,28.379,28.403,28.437,29.201,29.563,30.079,30.602,32.817,8.9344,5.41935,-4.42978,,,,M1149clu,177.3833567,22.4141738,,,,,,,,,,False
698,0.0,0.0,0.0094,0.0126,,0.0326,88.7659,5.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000166228,11,4091,,29.006,29.041,,27.307,26.583,26.098,25.802,25.799,25.745,26.488,,,,,,30.437,29.018,27.609,26.775,26.327,26.03,25.963,25.919,25.86,26.079,26.873,27.332,27.704,28.095,36.686,9.51518,4.42518,-8.58327,,,,M1149clu,177.4117162,22.4091284,[MAT2017] MACS1149CLS 1457,177.4117271,22.4091328,G,0.63,D,2017ApJ...835..254M,0.03958423973059654,SIMBAD,False
699,0.0793,0.0681,0.0909,0.0776,0.0629,0.0928,27.3926,1.0,0,0.0,1139000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,12252100.0,12,4095,,27.463,25.66,24.577,24.023,23.781,23.763,23.757,23.77,23.827,24.062,24.316,24.94,,,,26.04,25.596,24.588,24.038,23.857,23.773,23.774,23.767,23.748,23.808,24.614,24.946,25.427,25.949,28.165,9.05008,6.8276,-3.0448,,,,M1149clu,177.4153935,22.4090865,,,,,,,,,,False
700,4.26,4.0551,4.7426,4.0235,0.5703,5.23,8.58704,33.0,1,0.25,,99.0,4.65,8.08911,33.0,0.2,0.0175175,,1000000000.0,468.037,10,4092,,,,30.275,27.985,27.018,26.597,26.496,26.442,26.519,27.213,24.831,26.056,,,,,,31.629,27.705,26.921,26.762,26.697,26.663,26.631,26.098,25.426,25.64,25.533,25.463,26.589,8.97197,8.25042,-1.55214,,,,M1149clu,177.3935083,22.4093665,,,,,,,,,,False
701,0.0,0.0,0.0638,0.1174,0.0305,0.4705,13.7035,33.0,3,0.25,,99.0,0.55,15.1874,27.0,0.0,0.000503623,,1000000000.0,0.215521,12,4095,,28.936,27.176,27.153,27.142,26.536,26.361,26.258,26.307,26.306,27.018,27.36,,,,,27.788,27.561,27.183,26.881,26.585,26.535,26.464,26.436,26.406,26.5,26.767,27.398,27.486,26.231,26.77,8.89906,6.57193,-2.85475,,,,M1149clu,177.3994884,22.4091044,,,,,,,,,,False
702,0.58557,0.4782,0.6524,0.5607,0.4866,0.6319,5.87175,30.0,2,0.2,,99.0,0.14,8.66715,33.0,0.4,0.0131205,,1000000000.0,57.963,12,4095,,25.486,25.115,24.87,24.274,23.737,23.536,23.458,23.397,23.332,23.367,23.267,23.281,,,,25.179,25.17,24.938,24.31,23.758,23.513,23.455,23.367,23.3,23.249,23.515,23.817,23.966,24.348,23.084,8.93795,8.74935,-0.7658,,,,M1149clu,177.4059905,22.4088912,[GKS2016] c233,177.4059956,22.4088873,G,0.55,D,2017ApJ...835..254M,0.0220278006590979,SIMBAD,False
703,1.127,1.1285,1.1304,1.0062,0.9563,1.1307,91.4046,21.0,0,0.1,,99.0,-99.9,1000000000.0,,,,,1000000000.0,935.626,12,4095,,24.454,23.628,23.195,22.502,21.606,21.008,20.689,20.552,20.489,19.535,19.047,19.286,,,,24.088,23.632,23.369,22.779,21.717,20.955,20.679,20.541,20.405,19.867,19.549,19.827,20.273,20.342,19.242,9.10001,10.55394,0.47553,,,,M1149clu,177.4054062,22.4084716,ALMA J114937.2+222430,177.405409,22.408432,G,1.0856,D,2016ApJ...817...60T,0.14286425270548592,SIMBAD,True
704,5.0035,4.4589,5.7025,0.8232,0.2195,2.8453,5.36989,27.0,0,0.0,,99.0,0.72,5.31848,27.0,0.0,0.0700013,,1000000000.0,0.46459,12,4095,,29.204,29.501,30.372,30.165,28.198,28.344,28.172,28.18,28.722,,,,,,,29.697,29.74,29.826,29.632,28.875,28.693,28.634,28.682,28.658,28.684,28.82,29.237,29.451,30.021,28.794,8.98702,6.86205,-3.03637,,,,M1149clu,177.4133581,22.4137892,,,,,,,,,,False
705,0.49031,0.4391,0.5837,0.5179,0.3988,0.6005,10.0644,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,43.6161,11,4094,,,27.681,27.151,25.172,24.069,23.559,23.323,23.198,23.115,22.461,22.743,23.229,,,,29.101,28.04,26.843,25.259,24.093,23.597,23.354,23.159,22.988,22.539,22.745,23.006,23.32,23.592,22.427,9.41987,9.19243,-2.69456,,,,M1149clu,177.3793359,22.4089133,CLASHVLT J114931.04+222432.1,177.37934,22.40891,AGN,0.56,D,2017ApJ...835..254M,0.018092319075009827,SIMBAD,False
707,3.1684,0.0603,3.3222,0.4003,0.2274,3.0979,9.43105,2.0,0,0.0,640500000.0,99.0,0.07,7.73763,33.0,0.4,0.0208831,,1000000000.0,88829600.0,10,4092,,,,26.013,25.154,25.14,25.146,25.163,25.024,24.755,24.639,25.028,25.207,,,,26.045,26.11,26.003,25.265,25.018,24.95,24.895,24.853,24.843,24.8,25.318,25.644,25.998,26.59,28.653,8.82038,7.57389,-1.6162,,,,M1149clu,177.4167438,22.4089029,,,,,,,,,,False
709,0.61035,0.5935,0.6331,0.6023,0.5609,0.6311,132.108,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,996.41,12,4095,,25.217,25.239,24.148,22.388,21.169,20.671,20.37,20.214,20.07,18.806,18.975,19.407,,,,26.332,25.233,24.022,22.465,21.158,20.63,20.372,20.173,19.99,19.504,19.548,19.887,20.167,20.579,19.373,9.5361,10.35409,-2.89485,,,,M1149clu,177.3881122,22.408405,CLASHVLT J114933.15+222430.2,177.3881125,22.408430555555555,rG,0.553,C,2014ApJS..211...21E,0.09200541776992038,SIMBAD,False
711,6.9677,6.6245,7.2258,7.0129,6.494,7.5668,33.2887,22.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,624.983,11,4093,,30.059,,,29.076,,26.935,26.408,26.284,26.523,,24.429,25.101,,,,,,,,31.434,26.762,26.551,26.542,26.505,26.495,24.922,24.527,24.219,23.908,24.388,8.84183,9.86457,0.59972,,,,M1149clu,177.4127657,22.4090174,[IKO2018] HFF4C-3906-4324,177.41278,22.40902,LeG,7.3,D,2017ApJ...836..210Z,0.04850422238679107,SIMBAD,True
712,0.68653,0.5298,0.7696,0.6754,0.5521,0.7847,16.045,30.0,1,0.05,,99.0,0.09,18.0715,33.0,0.25,0.000119078,,1000000000.0,12.4289,12,4095,,26.112,25.821,25.709,25.797,25.552,25.102,25.021,24.997,24.934,25.267,25.914,26.965,,,,25.842,25.866,25.936,25.704,25.24,25.175,25.152,25.157,25.124,25.178,25.425,25.841,25.963,26.448,25.168,8.71496,7.95374,-1.02221,,,,M1149clu,177.3861193,22.4089004,,,,,,,,,,False
713,0.02756,0.0,0.1329,0.0849,0.0227,0.199,10.2417,23.0,0,0.0,,99.0,0.53,15.4134,27.0,0.05,0.000449793,,1000000000.0,0.037133,12,4095,,27.273,26.94,27.16,26.128,25.662,25.375,25.294,25.233,25.284,25.407,25.882,,,,,27.713,27.444,26.666,26.01,25.693,25.443,25.368,25.334,25.289,25.318,26.084,26.451,26.607,25.205,27.289,9.3429,6.13812,-5.55425,,,,M1149clu,177.4033194,22.4089,[MAT2017] MACS1149CLS 1495,177.4033156,22.4089059,G,0.58,D,2017ApJ...835..254M,0.024720107000966326,SIMBAD,False
714,0.83162,0.8276,0.8347,0.7774,0.7076,0.8544,14.5707,32.0,2,0.25,,99.0,-99.9,1000000000.0,,,,,1000000000.0,74.4697,12,4095,,26.285,25.856,25.674,25.328,24.708,24.434,24.19,24.146,24.248,24.127,24.685,24.196,,,,25.916,25.794,25.688,25.318,24.693,24.364,24.244,24.351,24.265,24.103,24.173,24.545,24.431,25.093,23.585,8.90306,8.60247,-0.79301,,,,M1149clu,177.4187731,22.4128184,,,,,,,,,,False
715,0.0,0.0,0.0648,0.1196,0.0289,0.3358,83.9051,9.0,0,0.0,,99.0,0.54,88.3688,27.0,0.0,6.47068e-20,,1000000000.0,0.00298365,11,4091,,29.119,29.669,,29.628,28.405,27.928,27.724,27.721,27.706,27.829,,,,,,33.964,32.174,30.567,29.099,28.437,27.971,27.814,27.772,27.731,27.72,28.509,28.856,29.391,29.864,32.573,9.45658,5.75788,-6.62511,,,,M1149clu,177.3828456,22.4089388,,,,,,,,,,False
716,0.0,0.0,0.1152,0.1583,0.0383,0.3805,52.9359,9.0,0,0.0,,99.0,5.65,58.7325,33.0,0.0,1.76363e-13,,1000000000.0,0.00552979,9,4088,,,,,29.982,28.477,27.735,27.571,27.587,27.675,28.822,,,,,,34.175,32.437,30.752,29.173,28.47,27.995,27.807,27.755,27.719,27.641,28.445,28.754,29.307,29.778,32.135,9.51306,6.4588,-6.63884,,,,M1149clu,177.3973562,22.4088968,,,,,,,,,,False
718,0.0,0.0,0.0208,0.0255,,0.0716,164.152,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,68869.7,11,4091,,33.221,27.766,,27.272,26.832,26.198,26.173,26.059,26.009,27.865,,,,,,27.606,27.542,26.857,26.734,26.751,26.717,26.77,26.783,26.777,26.967,27.773,28.209,28.672,29.222,31.477,8.816,4.57849,-4.73315,,,,M1149clu,177.4064336,22.4097509,[MAT2017] MACS1149CLS 1391,177.4064432,22.4097338,G,0.65,D,2017ApJ...835..254M,0.06935734021647309,SIMBAD,False
